-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,71,72,-1,-1,-1,-1,-1,-1,71,72,-1,-1,-1
-1,-1,-1,6,4,-1,-1,71,72,-1,-1,6,4,-1,-1,-1
-1,-1,-1,-1,-1,-1,71,18,18,72,-1,-1,-1,-1,-1,-1
-1,-1,21,-1,-1,71,18,18,18,18,72,-1,-1,21,-1,-1
-1,-1,-1,-1,71,34,34,34,34,34,34,72,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,21,-1,-1,-1,-1,71,72,-1,-1,-1,-1,21,-1,-1
-1,-1,-1,-1,71,72,-1,-1,-1,-1,71,72,-1,-1,-1,-1
-1,-1,-1,71,34,34,72,-1,-1,71,34,34,72,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
